No	大分類	中分類	国	産地	銘柄名	市販価格	バー価格	知名度	味わいタグ	検索タグ	ソフィーのセリフ	定番フラグ	ソフィーの推し	GPT_甘辛	GPT_ボディ	GPT_個性	GPT_第4軸	GPT_コスパ	GPT_評価根拠	Gemini_甘辛	Gemini_ボディ	Gemini_個性	Gemini_第4軸	Gemini_コスパ	Gemini_根拠	Claude_甘辛	Claude_ボディ	Claude_個性	Claude_第4軸	度数	マップ産地	製造元と創業年	銘柄誕生年	公式URL	鑑定評価(200字)	ソフィーの裏話	情報ソース、
475	ワイン	赤ワイン	フランス	サンテステフ（ボルドー）	シャトー・モンローズ	3万〜5万円	ボトル6万〜10万	3	やや辛口,フルボディ,フルーティー,ベリー系,スパイシー,オーク・樽,渋み・タンニン,余韻が長い,余韻が複雑,冷やして飲む	フランス,幻・入手困難,玄人向け,プレミアム,大人の夜,歴史ある銘酒,うんちく語れる	ジロンド川を見下ろす高台のシャトー。男性的で骨格のあるサンテステフの実力派です。			0.2	1.2	1.2	1.3	💎	構造は強いが価格は評価期待込み	-0.5	1.7	0.8	1.9	💎	「重厚」を具現化したような、力強く長期熟成向きの渋み	-0.5	1.5	1.5	1.5	0.135	"フランス / ボルドー・サンテステフ"	シャトー・モンローズ（1815年）	1855年（格付け）	https://www.chateau-montrose.com/	メドック格付け第2級。かつてブドウ畑がヒースの花でピンク色に染まったことから「バラの山（モン・ローズ）」と名付けられた。ジロンド川のすぐ側に位置するテロワールは、サンテステフで最も長期熟成に向くとされ、若いうちは非常に堅牢で力強い。カベルネ・ソヴィニヨンを主体とし、濃厚な果実味と緻密なタンニン、深いミネラル感が特徴。「サンテステフのラトゥール」とも称される実力派。	「バラの山」という可憐な名前ですが、その本質は非常にパワフルで質実剛健。じっくりと時間をかけて花開くのを待つのも、このワインの醍醐味です。	"シャトー公式サイト、 ピーロート"
476	ワイン	赤ワイン	フランス	サンテミリオン（ボルドー）	シャトー・シュヴァル・ブラン	10万〜18万円	ボトル20万〜36万	2	甘口,フルボディ,フルーティー,フローラル,ベリー系,スパイシー,余韻が長い,余韻が複雑,冷やして飲む	フランス,幻・入手困難,玄人向け,プレミアム,大人の夜,歴史ある銘酒,うんちく語れる,話題になる一杯	サンテミリオン筆頭の白馬のシャトー。カベルネ・フランの個性が奇跡的な優雅さを生みます。			0.3	1.3	1.6	1.2	💎	味は素晴らしいが価格は歴史価値込み	0.2	1.5	1.8	1.3	💎	右岸の最高峰。カベルネ・フラン由来の官能的な華やかさ	0.5	1	2	1	0.14	"フランス / ボルドー・サンテミリオン"	シャトー・シュヴァル・ブラン（1832年）	1954年（格付け）	https://www.chateau-cheval-blanc.com/	サン・テミリオンの格付けで頂点に君臨する「プルミエ・グラン・クリュ・クラッセA」。カベルネ・フランとメルローをほぼ等量用いる独特のセパージュにより、類稀なる芳醇な香りと、絹のような滑らかなタンニンを実現。ポムロールとの境界に位置し、鉄分を含む砂利質のテロワールが複雑さを与える。早飲みでも熟成させても、常に官能的で華麗な魅力を放つ、ボルドー右岸の至宝。	「白馬」という名のこのシャトーは、美食家たちの永遠の憧れです。グラスから立ち上がる香りの華やかさは、まさに貴婦人のような気品に満ちています。	"シャトー公式サイト、 Wikipedia"
477	ワイン	赤ワイン	フランス	シャブリ（ブルゴーニュ）	"J.モロー・エ・フィス ピノ・ノワール"	約2,800円	1,000円	3	やや辛口,ライトボディ,フルーティー,ベリー系,酸味が際立つ,すっきり消える,冷やして飲む	フランス,お酒好きなら知ってる,入門にぴったり,食中,乾杯・スタート,コスパ抜群	シャブリの老舗が手がける気軽なピノ。ブルゴーニュの入口として、気軽にどうぞ。			0.1	0.5	0.9	0.4	無印	入門ブルゴーニュとして標準的	-0.2	-0.4	0.3	-0.8	☆	手頃な価格でピノの軽やかさと綺麗な酸を楽しめる	-0.5	-0.5	0.5	0	0.125	"フランス / ブルゴーニュ"	-	1814年	https://www.jmoreau-fils.com/	1814年創業、シャブリのスペシャリストとして名高いJ.モロー社が手掛けるピノ・ノワール。ブルゴーニュの伝統を重んじつつ、現代的でクリーンなスタイルを追求。チェリーやラズベリーなどのフレッシュな赤い果実の香りと、穏やかな酸、柔らかなタンニンが特徴。非常にバランスが良く、ピノ・ノワールの繊細な個性を手軽に愉しめる一本として、世界中のビストロやレストランで親しまれている。	シャブリの名門が造る赤ワインですから、どこか清涼感があってスッキリとした印象です。前菜からメインまで、幅広く寄り添ってくれる優秀な子ですよ。	"輸入元（アサヒビール）、 公式サイト"
478	ワイン	赤ワイン	フランス	シャンボール・ミュジニー（ブルゴーニュ）	シャンボール・ミュジニー（ジョセフ・ドルーアン）	約18,000円	36,000円	3	やや辛口,ライトボディ,フルーティー,フローラル,ベリー系,余韻が長い,余韻が複雑,冷やして飲む	フランス,幻・入手困難,玄人向け,プレミアム,大人の夜,ロマンチック,うんちく語れる	ブルゴーニュで最も官能的なワインと称される。レースのような繊細さが、夜に溶けます。			0.1	0.8	1.4	0.6	無印	香りは優秀だが価格はブランド要素大	-0.1	0.3	1.8	0.2	-	「ブルゴーニュの貴婦人」。繊細で溢れんばかりの芳香	-0.5	0	2	0	0.13	"フランス / ブルゴーニュ・シャンボール・ミュジニー"	メゾン・ジョセフ・ドルーアン（1880年）	1880年	https://www.drouhin.com/	ブルゴーニュを代表する名門ドルーアンが手掛ける。シャンボール・ミュジニー村のテロワールを象徴する「エレガンス」と「フィネス」を極限まで追求。自社畑と厳選した契約農家のブドウを使用。スミレや赤い果実の繊細な香りに、シルクのような滑らかな質感が重なる。ドルーアンの哲学である「自然な味わいの抽出」が結実しており、過剰な抽出を避けた、透明感のある美しい仕上がりが特徴。	シャンボールは「ブルゴーニュの貴婦人」と呼ばれます。ドルーアンの手にかかると、その繊細さはより一層際立ち、飲む人を優しく包み込んでくれます。	"ジョセフ・ドルーアン公式サイト、 三国ワイン"
479	ワイン	赤ワイン	フランス	ジュヴレ・シャンベルタン（ブルゴーニュ）	ジュヴレ・シャンベルタン（ジャック・プリウール）	約20,000円	40,000円	3	やや辛口,フルボディ,フルーティー,スパイシー,ベリー系,渋み・タンニン,余韻が長い,余韻が複雑,冷やして飲む	フランス,幻・入手困難,玄人向け,プレミアム,大人の夜,歴史ある銘酒,うんちく語れる	ナポレオンが愛した皇帝のワイン。その威厳と力強さが今も変わらず語りかけてきます。			0.1	1	1.3	1	無印	力強さはあるが価格は平均域	-0.3	0.9	1.4	1.1	-	力強く男性的な構造。深みのある果実味と土のニュアンス	-0.5	1	2	1	0.135	"フランス / ブルゴーニュ・ジュヴレ・シャンベルタン"	ドメーヌ・ジャック・プリウール（18世紀末）	18世紀末	https://www.prieur.com/	モンラッシェやミュジニーなど最高級の特級畑を多数所有する名門ドメーヌ。ジュヴレ・シャンベルタンは、村特有の力強さと構造美を見事に表現している。ブラックベリーやスパイスの濃厚な香りと、深みのあるタンニン、力強い骨格が特徴。著名な醸造家ナディーヌ・ギュブランが手掛けるワインは、力強さの中にも女性らしい繊細なニュアンスが潜んでおり、現代的な気品を感じさせる仕上がり。	王者の風格漂うジュヴレですが、ジャック・プリウールが造るとどこか艶やか。芯は強いけれど優雅な、まさに「鉄の手を絹の手袋で包んだ」ような味わいです。	"ジャック・プリウール公式サイト、 寺田倉庫"
480	ワイン	赤ワイン	フランス	ソーテルヌ（ボルドー）	シャトー・ディケム	5万〜10万円	1.2万円(杯)	1	甘口,フルボディ,フルーティー,フローラル,蜂蜜,バニラ,とろみ,余韻が長い,余韻が複雑,冷やして飲む	フランス,幻・入手困難,玄人向け,プレミアム,大人の夜,歴史ある銘酒,うんちく語れる,話題になる一杯,食後酒	世界最高の貴腐ワイン。黄金色の蜂蜜が語る数百年の奇跡を、今夜この場でどうぞ。			1.6	1.2	1.8	0.6	💎	味は卓越だが価格は希少性込み	2	1.8	2	-2	💎	貴腐ワインの帝王。突出した甘味と複雑怪奇な香気	2	1	2	-2	0.14	"フランス / ボルドー・ソーテルヌ"	シャトー・ディケム（1593年）	1855年（格付け）	https://www.yquem.fr/	ソーテルヌ格付けにおいて唯一の「特別第1級」に君臨する、世界最高の貴腐ワイン。1本のブドウの樹からグラス1杯分しか造られないと言われるほど、厳格な選別が行われる。ハチミツ、アンズ、スパイス、そして複雑な貴腐の香りが凝縮されており、圧倒的な甘みとそれを支える高貴な酸が完璧な調和を見せる。100年以上の熟成にも耐えうる生命力を持ち、液体というよりは「黄金の宝石」と称される至宝。	「神が造ったワイン」とも言われますね。一滴一滴に、ボルドーの霧と太陽、そして造り手の気が遠くなるような情熱が凝縮されている、至高の芸術品です。	"シャトー公式サイト、 LVMH"
481	ワイン	赤ワイン	フランス	ソーテルヌ（ボルドー）	シャトー・ディケム（古酒）	約10〜50万円	時価	1	甘口,フルボディ,フルーティー,蜂蜜,フローラル,スパイシー,とろみ,余韻が長い,余韻が複雑,冷やして飲む	フランス,幻・入手困難,玄人向け,プレミアム,大人の夜,歴史ある銘酒,うんちく語れる,話題になる一杯,食後酒	百年単位で熟成する世界最高の甘口。時間が醸した蜂蜜と金の液体が、永遠を語ります。			1.7	1.3	1.9	0.6	💎	年代価値が価格の多くを占める	1.8	1.9	2	-2	💎	時を経た琥珀色の液体。キャラメルや蜂蜜の深遠な余韻	2	1	2	-2	14%前後	"フランス / ボルドー・ソーテルヌ"	シャトー・ディケム（1593年）	-	https://www.yquem.fr/	長期熟成を経たシャトー・ディケム。時間の経過とともに色は黄金から琥珀、そしてマホガニー色へと変化。若年時のフレッシュな果実味は、キャラメル、クレーム・ブリュレ、ローストしたナッツ、そして深いキノコや土の香りへと複雑に進化する。驚異的な糖度と酸のバランスにより、数十年、数百年を経ても輝きを失わない。世界のワイン史上、最も寿命が長く、歴史の重みを体現する液体とされる。	数十年を経て色が濃くなったディケムは、まるで歴史を閉じ込めた琥珀のようです。その一口は、まさに時を旅するような、贅沢で静謐な体験になりますね。	"シャトー公式サイト、 オールドヴィンテージ・ドットコム"
482	ワイン	赤ワイン	フランス	ピュリニー・モンラッシェ（ブルゴーニュ）	"DRC モンラッシェ"	約150〜300万円	時価	3	やや辛口,フルボディ,フルーティー,フローラル,バニラ,ミネラル,とろみ,余韻が長い,余韻が複雑,冷やして飲む	フランス,幻・入手困難,玄人向け,プレミアム,大人の夜,歴史ある銘酒,うんちく語れる,話題になる一杯	白ワインの頂点。デュマが帽子を取り、ひざまずいて飲んだという逸話が全てを物語ります。			0.6	1.4	2	0.8	💎	味は最高峰だが価格は完全需給帯	-0.2	1.6	2	-2	💎	白ワインの極点。赤に匹敵するボディと超絶的な華やかさ	0	1	2	1.5	0.135	"フランス / ブルゴーニュ・モンラッシェ"	ドメーヌ・ド・ラ・ロマネ・コンティ（1232年〜）	1963年（ドメーヌ取得）	https://www.romanee-conti.fr/	白ワインの最高峰「モンラッシェ」の中でも、世界で最も崇拝される一本。DRCが所有する僅か0.67ヘクタールの区画から造られる。圧倒的な濃密さと、バター、ヘーゼルナッツ、白い花、そして強烈なミネラルの香りが多層的に広がる。極めて限定的な生産量のため、市場に出ることは稀であり、価格、品質、希少性のすべてにおいて他の白ワインを凌駕する。白ワインの究極の到達点とされる伝説的な一本。	白ワインの王様の中の王様です。その力強さと優雅さは、他のどんなワインとも比べ物になりません。もし出会うことがあれば、それは人生の財産になるはずです。	"ドメーヌ公式サイト、 ファインワイン・マニア"
483	ワイン	赤ワイン	フランス	ブルゴーニュ	"アルバート・ビショー ヴィエイユ・ヴィーニュ"	約4,000円	1,300円	3	中口,ミディアムボディ,フルーティー,フローラル,ベリー系,スパイシー,余韻が長い,余韻が複雑,冷やして飲む	フランス,お酒好きなら知ってる,お酒好き向け,食中,大人の夜,うんちく語れる	古木ならではの凝縮感が光る一本。樹齢を重ねたピノが伝える、土地の記憶をどうぞ。			0.1	0.6	1	0.5	☆	4千円帯ブルゴーニュとして優秀	-0.2	0.2	0.6	-0.5	☆☆	古木由来の凝縮感があり、価格以上の満足度がある	-0.5	0	0.5	0	0.125	"フランス / ブルゴーニュ"	-	1831年	https://www.albert-bichot.com/	1831年創業、ブルゴーニュの名門ビショー社が手掛けるピノ・ノワール。平均樹齢25〜35年の「ヴィエイユ・ヴィーニュ（古樹）」から収穫されたブドウを使用。古樹ならではの凝縮感のある果実味と、落ち着いた酸、土やスパイスの複雑なニュアンスが特徴。華やかさの中に深みがあり、価格を超えた満足感を提供する。ブルゴーニュ全土のテロワールを知り尽くしたメゾンならではの、誠実な造りが光るスタンダード。	「ヴィエイユ・ヴィーニュ」は古木の知恵が詰まった味。落ち着いた大人のピノ・ノワールを楽しみたい時に、これほど心強い味方はなかなかいません。	"輸入元（メルシャン）、 公式サイト"
484	ワイン	赤ワイン	フランス	ブルゴーニュ	"ジョセフ・ドルーアン ラフォーレ"	約4,000円	1,300円	2	やや辛口,ライトボディ,フルーティー,フローラル,ベリー系,酸味が際立つ,余韻が長い,冷やして飲む	フランス,お酒好きなら知ってる,入門にぴったり,食中,ゆったりしたい,コスパ抜群	ドルーアン家の息吹が宿る入門ブルゴーニュ。親しみやすさの中に、本物の品格があります。			0.1	0.6	1	0.5	☆	バランス良く価格に見合う以上	-0.1	-0.2	0.4	-0.7	☆	ピュアな果実味が際立つ。非常にクリーンで上品な入門編	-0.5	-0.5	0.5	0	0.125	"フランス / ブルゴーニュ"	-	1880年	https://www.drouhin.com/	ドルーアンが「ブルゴーニュの入門書」として位置づける、ブランドの象徴的な一本。1972年に誕生。自社畑のブドウを含む厳選されたピノ・ノワールを用い、ドルーアンらしいエレガントで清純なスタイルを体現。ラズベリーのようなチャーミングな香りと、心地よい酸、滑らかなタンニンが特徴。名前の「ラフォーレ」は「森」を意味し、自然を尊重するメゾンの姿勢を表している。誰にでも愛される、正統派ブルゴーニュ。	ドルーアン家の食卓でも、このラフォーレが日々楽しまれているそうですよ。シンプルですが、ブルゴーニュの良さがすべて詰まった、爽やかな一本です。	"輸入元（三国ワイン）、 公式サイト"
485	ワイン	赤ワイン	フランス	ブルゴーニュ	"フェヴレ ブルゴーニュ ピノ・ノワール"	約4,500円	1,500円	3	やや辛口,ライトボディ,フルーティー,フローラル,ベリー系,酸味が際立つ,余韻が長い,冷やして飲む	フランス,お酒好きなら知ってる,入門にぴったり,食中,ゆったりしたい,コスパ抜群	ニュイの名門フェヴレの日常キュヴェ。しっかりとした果実と酸が、食事を盛り上げます。			0.1	0.7	1.1	0.6	☆	典型ブルゴーニュで価格に対して完成度良好	-0.2	0.3	0.7	-0.4	-	しっかりとしたタンニンの骨格がある、硬派なACブル	-0.5	0	0.5	0	0.125	"フランス / ブルゴーニュ・コート・ド・ニュイ"	ドメーヌ・フェヴレ（1825年）	1825年	https://www.domaine-faiveley.com/	ニュイ・サン・ジョルジュに拠点を置く名門ドメーヌが手掛ける。自社畑のブドウ比率が高く、ACブルゴーニュながらもコート・ド・ニュイ的な力強さと構造を備えている。鮮やかな赤みを帯び、カシスやブラックチェリーの凝縮した香りに、微かなスパイスが加わる。伝統的な長期マセラシオンにより、しっかりとしたタンニンがありつつ、質感は極めてスムース。フェヴレの一貫した高品質を象徴する、信頼感ある一本。	フェヴレは大手メゾンでありながら、非常に多くの自社畑を持つドメーヌでもあります。この一本にも、彼らの土へのこだわりがしっかり息づいているんですよ。	"フェヴレ公式サイト、 日本リカー"
486	ワイン	赤ワイン	フランス	ブルゴーニュ	"ブシャルP&F ブルゴーニュ ピノ プリザーヴ"	約4,200円	1,400円	2	やや辛口,ライトボディ,フルーティー,フローラル,ベリー系,酸味が際立つ,余韻が長い,冷やして飲む	フランス,お酒好きなら知ってる,入門にぴったり,食中,ゆったりしたい,コスパ抜群	ボーヌに本拠を置く大ネゴシアン。上品なピノが、ゆっくりとした夜食を引き立てます。			0.1	0.6	1	0.5	☆	4千円帯として香りと軽快さのバランスが良く価格に対して内容がしっかりしている	-0.1	0.1	0.5	-0.6	-	名門の安定感。酸と果実のバランスが取れた標準的銘柄	-0.5	0	0.5	0	0.125	"フランス / ブルゴーニュ・ボーヌ"	ブシャール・ペール・エ・フィス（1731年）	1731年	https://www.bouchard-pereetfils.com/	1731年創業、ボーヌに本拠を置く最古の名門メゾン。自社畑を130ヘクタールも所有するドメーヌとしての側面も強い。「リザーブ（プリザーヴ）」の名を冠したこのキュヴェは、厳選した区画のブドウを使用。赤い果実の華やかな香りと、穏やかな樽香、ブルゴーニュらしい上品な酸が見事に調和している。歴史あるメゾンならではの安定した品質と、繊細な美意識を感じさせる、優雅なピノ・ノワール。	ボーヌの古い城を拠点にするメゾンらしい、どこか気品漂う味わいです。名門の歴史を、まずはこの親しみやすい一本から紐解いてみるのはいかがでしょう。	"輸入元（日本リカー）、 公式サイト"
487	ワイン	赤ワイン	フランス	ブルゴーニュ	"モメサン ブルゴーニュ ピノ・ノワール"	約3,000円	1,100円	3	やや辛口,ライトボディ,フルーティー,フローラル,ベリー系,酸味が際立つ,余韻が長い,冷やして飲む	フランス,お酒好きなら知ってる,入門にぴったり,食中,ゆったりしたい,コスパ抜群	ブルゴーニュの大地を素直に表現した一本。ピノの軽やかな魅力が、食卓を彩ります。			0.1	0.5	0.9	0.4	無印	軽めで飲みやすいが価格との釣り合いは平均的	-0.1	-0.1	0.3	-0.7	☆	軽やかでフレッシュ。日常に寄り添う親しみやすい一杯	-0.5	-0.5	0.5	0	0.125	"フランス / ブルゴーニュ・ボージョレ"	-	1865年	https://www.mommessin.com/	ボージョレ地区を拠点としつつ、ブルゴーニュ全域で活動する名門モメサン。ボージョレの巨匠として知られる一方、コート・ド・ニュイの特級畑クロ・ド・タールをかつて独占所有していたことでも有名。この一本は、伝統的な製法に基づき、ピノ・ノワールのピュアな果実味と繊細さを表現。ラズベリーやチェリーの香りに、軽やかな酸が加わる。親しみやすく、食事の邪魔をしない洗練された仕上がりが特徴。	ボージョレのイメージが強いモメサンですが、ピノ・ノワールの造りも一級品。軽快でいてどこか芯のある、ビストロ料理にぴったりの楽しいワインです。	"輸入元（合同酒精）、 公式サイト"
488	ワイン	赤ワイン	フランス	ブルゴーニュ	"ルイ・ジャド ブルゴーニュ ピノ・ノワール"	約4,500円	1,500円	1	やや辛口,ライトボディ,フルーティー,フローラル,ベリー系,酸味が際立つ,余韻が長い,冷やして飲む	フランス,誰でも知ってる定番,入門にぴったり,食中,大人の夜,うんちく語れる	ブルゴーニュの教科書ともいえる名門の定番。ピノの繊細な赤い果実が、静かに語ります。	○		0.1	0.6	1	0.5	☆	標準的ブルゴーニュの完成度でこの価格帯では安心感がある	-0.2	0.4	0.8	-0.3	☆	テロワールを反映した、真面目で深みのある造り	-0.5	0	0.5	0	0.125	"フランス / ブルゴーニュ・ボーヌ"	ルイ・ジャド（1859年）	1859年	https://www.louisjadot.com/	「酒神バッカス」のラベルで世界的に有名な、ブルゴーニュ屈指の大メゾン。自社畑の比率が高く、化学肥料を使わない伝統的な農法にこだわる。このピノ・ノワールは「テート・ド・キュヴェ（最上級のブドウ）」を用い、コート・ド・ニュイの力強さとコート・ド・ボーヌのしなやかさを融合。しっかりとしたタンニンと凝縮した果実味があり、熟成のポテンシャルも秘めている。世界中で「ブルゴーニュの指標」とされる一本。	バッカスの神様が見守るこのワインは、誰が飲んでも納得の安定感。力強いけれど決して重すぎない、まさにブルゴーニュの王道を行く味わいです。	"ルイ・ジャド公式サイト、 日本リカー"
489	ワイン	赤ワイン	フランス	ブルゴーニュ	"ルイ・ラトゥール ブルゴーニュ ピノ"	約4,800円	1,600円	1	やや辛口,ライトボディ,フルーティー,フローラル,ベリー系,酸味が際立つ,余韻が長い,冷やして飲む	フランス,お酒好きなら知ってる,入門にぴったり,食中,大人の夜,うんちく語れる	19世紀創業の名門ネゴシアン。チェリーとスミレが織りなす、ブルゴーニュの正統派です。			0.1	0.6	1	0.5	無印	品質は安定しているが価格との関係は平均域	-0.1	0.2	0.7	-0.5	-	伝統的なスタイル。イチゴのような華やかな香りが心地よい	-0.5	0	0.5	0	0.125	"フランス / ブルゴーニュ・ボーヌ"	ルイ・ラトゥール（1797年）	1797年	https://www.louislatour.com/	家族経営を守り続けるブルゴーニュ最大規模の名門メゾン。コルトンの丘の最大の所有者としても知られる。この一本は、ブルゴーニュ全土から厳選されたピノ・ノワールを使用。ルイ・ラトゥール特有の「ステンレスタンクによる低温発酵」により、ブドウ本来のフレッシュなアロマと透明感を最大限に引き出している。非常に滑らかでクリーンな飲み心地が特徴。エレガントで安定した品質は、世界中のＶＩＰに愛されている。	エリザベス女王も愛したというメゾンの誇りが、この一本にも詰まっています。上品でいて親しみやすく、まさに「おもてなし」の心を感じるワインですね。	"ルイ・ラトゥール公式サイト、 アサヒビール"
490	ワイン	赤ワイン	フランス	ペサック（グラーヴ）	シャトー・オー・ブリオン	10万〜16万円	ボトル20万〜32万	2	中口,フルボディ,フルーティー,アーシー,スパイシー,オーク・樽,余韻が長い,余韻が複雑,冷やして飲む	フランス,幻・入手困難,玄人向け,プレミアム,大人の夜,歴史ある銘酒,うんちく語れる,話題になる一杯	唯一グラーヴに位置する第一級。タバコとトリュフを思わせる独特の土の香りが魅力です。			0.3	1.3	1.7	1.2	💎	味の完成度は極めて高いが価格はブランドと需給の影響が大きい	-0.3	1.5	1.6	1.4	💎	唯一メドック外から選ばれた一級。煙のような独特の芳香	-0.5	1	1.5	1	0.14	"フランス / ボルドー・ペサック・レオニャン"	シャトー・オー・ブリオン（1533年）	1855年（格付け）	https://www.haut-brion.com/	ボルドー5大シャトーの中で唯一グラーヴ地区から選ばれた孤高の存在。1855年の格付け時に、あまりの品質の高さから地区外でありながら第1級に認定された。独特の扁平なボトルが特徴。砂利質のテロワール由来の「煙（スモーキー）」や「土」の複雑な香りが、濃厚な果実味と溶け合う。力強さよりも、エレガンスと複雑さ、そして哲学的な深みを追求しており、5大シャトーの中でも最も外交的で魅惑的とされる。	5大シャトーで最も歴史が古く、かつてロンドンでも大人気だったんですよ。この複雑な香りは、都会の夜の静かなバーカウンターに最も似合う気がします。	"シャトー公式サイト、 ボルドーワイン委員会"
491	ワイン	赤ワイン	フランス	ペサック（グラーヴ）	シャトー・オー・ブリオン（古酒）	約15〜50万円	時価	2	中口,フルボディ,フルーティー,アーシー,スパイシー,とろみ,余韻が長い,余韻が複雑,冷やして飲む	フランス,幻・入手困難,玄人向け,プレミアム,大人の夜,歴史ある銘酒,うんちく語れる,話題になる一杯	古酒になって複雑さが増すオー・ブリオン。トリュフとタバコの香りが、深みをさらに増します。			0.4	1.3	1.8	1.1	💎	熟成価値込みの価格帯で味以上に年代価値が乗る領域	-0.1	1.4	1.8	1.1	💎	熟成によりタンニンが解け、複雑な土の香りが支配する	-0.5	1	2	0.5	14%前後	"フランス / ボルドー・ペサック・レオニャン"	シャトー・オー・ブリオン（1533年）	-	https://www.haut-brion.com/	長期熟成を経たオー・ブリオン。グラーヴ特有のスモーキーな香りが、熟成により、トリュフ、枯れ葉、葉巻、そして熟したカシスやプラムの多層的なブーケへと進化する。タンニンは液体に完全に溶け込み、ビロードのような質感へと変化。若年時の外交的な性格は、思慮深く深みのある枯淡の美へと昇華される。5大シャトーの中でも、熟成による複雑味の変化が最も劇的であり、愛好家にとっての究極の到達点。	時を経たオー・ブリオンは、まるで古い図書館の革表紙のような、知的な香りを放ちます。一人で静かに、その深淵を覗き込みたくなるような一杯です。	"シャトー公式サイト、 ピーロート"
492	ワイン	赤ワイン	フランス	ボルドー	カルヴェ・レゼルヴ・ボルドー	約2,000円	800円	1	やや辛口,ライトボディ,フルーティー,ベリー系,スパイシー,すっきり消える,冷やして飲む	フランス,お酒好きなら知ってる,入門にぴったり,食中,乾杯・スタート,コスパ抜群	170年以上の歴史を持つネゴシアンの定番。毎日の食卓に寄り添う親しみやすさです。			0.1	0.5	0.7	0.6	無印	軽めで典型的な普及帯ボルドーで価格相応	-0.1	0.3	0.2	0.4	☆☆	手頃ながらボルドーらしい重厚さをバランス良く備える	0	0	-1	0	0.13	"フランス / ボルドー"	-	1818年	https://www.calvet.com/	1818年創業、ボルドーで最も歴史あるネゴシアン（酒商）の一つ、カルヴェ社が手掛ける。ボルドー全土の契約農家から厳選したブドウを使用。メルローを主体とし、カベルネ・ソヴィニヨンをブレンド。赤い果実の豊かな香りと、バランスの良い酸、滑らかなタンニンが特徴。伝統的なボルドー・スタイルを現代的な技術で磨き上げ、一貫した品質を手頃な価格で提供。日常的にボルドーの品格を愉しめる一本。	ラベルの「赤いリボン（赤い封蝋）」が品質の証。ボルドーワインを身近にしてくれた立役者的な存在で、とても親しみやすい性格のワインですよ。	"カルヴェ公式サイト、 徳岡"
493	ワイン	赤ワイン	フランス	ボルドー	クラレンドル・ルージュ	約4,500円	1,500円	2	やや辛口,ミディアムボディ,フルーティー,ベリー系,スパイシー,オーク・樽,余韻が長い,冷やして飲む	フランス,お酒好きなら知ってる,お酒好き向け,食中,大人の夜,コスパ抜群	ムートン・ロートシルトの弟分。一級シャトーの哲学が日常価格で味わえます。			0.2	0.6	0.8	0.7	無印	品質は整っているが価格との関係は平均的	-0.2	0.6	0.8	0.7	☆	オー・ブリオンの血統。気品ある香りと洗練された渋み	0	0	-0.5	0.5	0.135	"フランス / ボルドー・ペサック・レオニャン"	クラレンス・ディロン・ワインズ（2005年）	2005年	https://www.clarendelle.com/	シャトー・オー・ブリオンを所有するドメーヌ・クラレンス・ディロンが、オー・ブリオンの哲学をより広い層に伝えるために生み出した。オー・ブリオンの醸造チームが監修し、グラーヴ以外のボルドー各地区のブドウも厳選してブレンド。洗練された果実味と、オー・ブリオンを彷彿とさせるエレガントなストラクチャーが特徴。高級シャトーの気品を保ちつつ、若いうちから楽しめる、完成度の高いプレミアム・ボルドー。	「オー・ブリオンの弟分」という贅沢な出自。その名に恥じない洗練された味わいは、カジュアルなディナーを格上げしてくれる最高のパートナーです。	"クラレンドル公式サイト、 エノテカ"
494	ワイン	赤ワイン	フランス	ボルドー	"コルディエ コレクション・プリヴェ"	約2,500円	1,000円	3	やや辛口,ミディアムボディ,フルーティー,ベリー系,スパイシー,余韻が長い,冷やして飲む	フランス,お酒好きなら知ってる,入門にぴったり,食中,ゆったりしたい,コスパ抜群	ボルドーの老舗ネゴシアンが贈る、信頼のキュヴェ。食事と共に静かに輝く一本です。			0.1	0.6	0.8	0.7	無印	標準的構成で価格相応	-0.1	0.4	0.4	0.5	☆☆	ネゴシアンの老舗が放つ、価格破壊級の安定した品質	0	0	-0.5	0	0.13	"フランス / ボルドー"	-	1886年	https://www.cordier-wines.com/	かつてタルボやグリュオ・ラローズを所有していた名門コルディエ家が手掛ける、「プライベート・コレクション」を意味する一本。ボルドーの伝統的な気品を表現することを目的とし、メルローとカベルネ・ソヴィニヨンをバランス良くブレンド。カシスやプラムの落ち着いた香りと、心地よい樽のニュアンス、きめ細かなタンニンが特徴。ネゴシアンとしての長い歴史と、銘シャトーを育て上げた審美眼が結実した一本。	名門コルディエの名を冠したこのワインは、まさに「通好み」の安定感。ボルドーの王道を手堅く楽しみたい夜に、ぜひおすすめしたい一杯です。	"コルディエ公式サイト、 日本リカー"
